ORF1	ORF2	ORF3	ORF4	ORF5	ORF6	stress
YDR245W	YGL167C	YGR231C	YPR185W	YAR010C	YMR089C	Nitrogen_depletion
YPL085W	YPL227C	YNL049C	YBR290W	YEL036C	YML115C	Nitrogen_depletion
YEL036C	YBR290W	YGL167C	YML115C	YCL052C	YJR106W	Nitrogen_depletion
YEL036C	YBR290W	YGL167C	YML115C	YGL012W	YMR015C	Nitrogen_depletion
YEL036C	YGL167C	YBR085W	YIL146C	YCR061W	YNR066C	Nitrogen_depletion
YEL036C	YGL167C	YPR185W	YER040W	YPL149W	YLR098C	Nitrogen_depletion
YJR042W	YDR458C	YKR082W	YKL186C	YBL079W	YDL207W	Nitrogen_depletion
YJR042W	YHR036W	YKL186C	YML103C	YDL207W	YOR046C	Nitrogen_depletion
YJR042W	YKR082W	YDR458C	YKL186C	YDL207W	YML103C	Nitrogen_depletion
YJR042W	YHR036W	YOR176W	YKR082W	YML103C	YIL040W	Nitrogen_depletion
YKL048C	YHR111W	YML110C	YGL211W	YIL008W	YNL263C	Nitrogen_depletion
YAL053W	YMR307W	YOR085W	YDR057W	YFL025C	YMR200W	Nitrogen_depletion
YIL106W	YOR046C	YDL207W	YEL024W	YML103C	YCL017C	Nitrogen_depletion
YDR416W	YKR086W	YKL098W	YNL245C	YHR167W	YDR088C	Nitrogen_depletion
YNL119W	YHR111W	YIL008W	YKL048C	YML110C	YKL142W	Nitrogen_depletion
YGR132C	YBR262C	YMR089C	YJL066C	YLL009C	YAL010C	Nitrogen_depletion
YGR132C	YER017C	YOL081W	YGL167C	YFL018C	YMR115W	Nitrogen_depletion
YGR132C	YER017C	YOL081W	YGL167C	YFL018C	YPR024W	Nitrogen_depletion
YGR132C	YER017C	YPL050C	YBR262C	YCL044C	YMR115W	Nitrogen_depletion
YGR132C	YCL057C-A	YBR262C	YOL081W	YOR187W	YKR065C	Nitrogen_depletion
YGR132C	YCL057C-A	YBR262C	YOL081W	YLL009C	YKR065C	Nitrogen_depletion
YGR132C	YCL057C-A	YBR262C	YMR089C	YOR187W	YKR065C	Nitrogen_depletion
YGR132C	YCL057C-A	YBR262C	YMR089C	YLL009C	YKR065C	Nitrogen_depletion
YPR101W	YMR240C	YKL095W	YDR482C	YDR163W	YGL174W	Nitrogen_depletion
YPR101W	YMR240C	YKL095W	YDR163W	YDR482C	YGL174W	Nitrogen_depletion
YPR101W	YMR240C	YKL095W	YKR086W	YCR063W	YBR152W	Nitrogen_depletion
YPR101W	YMR240C	YKL095W	YKR086W	YCR063W	YGL174W	Nitrogen_depletion
YPR101W	YMR240C	YKL095W	YKR086W	YCR063W	YLR090W	Nitrogen_depletion
YPR101W	YMR240C	YDR088C	YDR482C	YKR086W	YLR090W	Nitrogen_depletion
YPR101W	YMR240C	YDR482C	YKR086W	YCR063W	YBR152W	Nitrogen_depletion
YPR101W	YMR240C	YDR482C	YKR086W	YCR063W	YGL174W	Nitrogen_depletion
YPR101W	YMR240C	YDR163W	YKL095W	YCR063W	YBR152W	Nitrogen_depletion
YLR452C	YMR004W	YNL327W	none	none	none	Diauxic_shift
YKL008C	YMR298W	YHL003C	none	none	none	Diauxic_shift
YDR142C	YIL068C	YPL145C	none	none	none	Diauxic_shift
YJL054W	YPR024W	YMR115W	none	none	none	Diauxic_shift
YNL172W	YPR171W	YGR131W	none	none	none	Diauxic_shift
YJL005W	YBR140C	YOL081W	none	none	none	Diauxic_shift
YDR364C	YKL095W	YDR088C	none	none	none	Diauxic_shift
YDR364C	YPR101W	YGR278W	none	none	none	Diauxic_shift
YNL119W	YBR281C	YHR111W	none	none	none	Diauxic_shift
YNL119W	YHR111W	YMR065W	none	none	none	Diauxic_shift
YFL033C	YOL001W	YMR165C	none	none	none	Diauxic_shift
YMR058W	YPL227C	YBR036C	none	none	none	Diauxic_shift
YHR051W	YLR203C	YOR065W	YDR316W	none	none	Diauxic_shift
YHR051W	YOR065W	YLR203C	YNR018W	none	none	Diauxic_shift
YHR051W	YOR065W	YJL062W-A	YNR018W	none	none	Diauxic_shift
YGR082W	YLR168C	YPR024W	YMR115W	none	none	Diauxic_shift
YGR082W	YLR168C	YKL053C-A	YLR193C	none	none	Diauxic_shift
YDR207C	YOR355W	YDL012C	YNL091W	none	none	Diauxic_shift
YGR195W	YDL165W	YKL002W	YPR173C	none	none	Diauxic_shift
YBR085W	YGL167C	YER161C	YIL146C	none	none	Diauxic_shift
YMR105C	YDL059C	YDR306C	YKL127W	none	none	Diauxic_shift
YER107C	YML103C	YDL207W	YGL092W	none	none	Diauxic_shift
YER107C	YML103C	YDL207W	YKR082W	none	none	Diauxic_shift
YER107C	YML103C	YBL079W	YKR082W	none	none	Diauxic_shift
YER107C	YBL079W	YDL207W	YGL092W	none	none	Diauxic_shift
YER107C	YER105C	YKR082W	YDR424C	none	none	Diauxic_shift
YPR101W	YMR240C	YDR482C	YKR086W	YCR063W	YLR090W	Diauxic_shift
YPR101W	YMR240C	YDR482C	YKR086W	YDR088C	YBR152W	Diauxic_shift
YPR101W	YMR240C	YDR163W	YKL095W	YCR063W	YGL174W	Diauxic_shift
YPR101W	YMR240C	YDR163W	YKL095W	YDR088C	YGL174W	Diauxic_shift
YBR267W	YIR026C	YPR164W	none	none	none	Ypd_2
YBR267W	YIR026C	YKL186C	none	none	none	Ypd_2
YDR416W	YKR086W	YDR088C	none	none	none	Ypd_2
YDR416W	YGR093W	YKL149C	none	none	none	Ypd_2
YBR218C	YGL062W	YML058W	none	none	none	Ypd_2
YDR092W	YMR256C	YJL003W	none	none	none	Ypd_2
YDR405W	YIL073C	YIL072W	YJR118C	none	none	Ypd_2
YBR085W	YCR061W	YDL059C	YLL048C	none	none	Ypd_2
YBR085W	YCR061W	YLL048C	YMR192W	none	none	Ypd_2
YBR290W	YPL227C	YAL018C	YMR272C	none	none	Ypd_2
YBR290W	YBR110W	YGL012W	YGL065C	none	none	Ypd_2
YER107C	YER105C	YJR042W	YKR082W	none	none	Ypd_2
YER107C	YML103C	YGL092W	YKR082W	none	none	Ypd_2
YER107C	YML103C	YGL092W	YGL247W	none	none	Ypd_2
YER107C	YML103C	YKR082W	YGL247W	none	none	Ypd_2
YER107C	YER105C	YDL207W	YGL092W	none	none	Ypd_2
YER107C	YER105C	YDL207W	YJR042W	none	none	Ypd_2
YER107C	YDL207W	YBL079W	YGL092W	none	none	Ypd_2
YER107C	YDL207W	YBL079W	YKR082W	none	none	Ypd_2
YER107C	YML103C	YER105C	YGL092W	none	none	Ypd_2
YER107C	YML103C	YER105C	YKR082W	none	none	Ypd_2
YGR132C	YCL057C-A	YBR262C	YER017C	YKR065C	none	Ypd_2
YPR101W	YMR240C	YBR152W	YGL174W	YLR090W	none	Ypd_2
YPR101W	YMR240C	YKL095W	YCR063W	YBR152W	none	Ypd_2
YPR101W	YMR240C	YKL095W	YCR063W	YLR090W	none	Ypd_2
YPR101W	YMR240C	YCR063W	YKL095W	YBR152W	none	Ypd_2
YPR101W	YMR240C	YCR063W	YDR482C	YBR152W	none	Ypd_2
YGR278W	YKR086W	YKL095W	YPR101W	YCR063W	YNL252C	Ypd_2
YEL036C	YBR290W	YPL227C	YBR110W	YPR198W	YMR272C	Ypd_2
YEL036C	YBR290W	YPL227C	YGL012W	YMR272C	YPL274W	Ypd_2
YEL036C	YBR290W	YPL227C	YDR297W	YNR019W	YBR036C	Ypd_2
YEL036C	YBR290W	YGL167C	YPL227C	YKL008C	YMR272C	Ypd_2
YEL036C	YBR290W	YGL167C	YPL227C	YHR133C	YNR019W	Ypd_2
YNL119W	YHR111W	YIL008W	YKL048C	YML110C	YKL142W	Ypd_2
YBR036C	YPL227C	YCL052C	YDR276C	YJL196C	YMR272C	Ypd_2
YGR132C	YER017C	YGL167C	YBR262C	YCL044C	YMR115W	Ypd_2
YPR101W	YMR240C	YCR063W	YKL095W	YDR482C	YLR090W	Ypd_2
YPR101W	YMR240C	YCR063W	YKL095W	YDR163W	YBR152W	Ypd_2
YPR101W	YMR240C	YDR163W	YCR063W	YKL095W	YLR090W	Ypd_2
YPR101W	YMR240C	YDR163W	YCR063W	YDR088C	YBR152W	Ypd_2
YPR101W	YKR086W	YDR482C	YCR063W	YMR240C	YHR167W	Ypd_2
YKL048C	YHR111W	YML110C	none	none	none	Ypd_1
YKL048C	YJR097W	YHR205W	none	none	none	Ypd_1
YAL053W	YMR307W	YOR085W	none	none	none	Ypd_1
YAL053W	YMR307W	YFL025C	none	none	none	Ypd_1
YBR169C	YNL291C	YPL036W	none	none	none	Ypd_1
YCR092C	YML095C	YNR058W	none	none	none	Ypd_1
YPR113W	YIL027C	YMR272C	none	none	none	Ypd_1
YAL002W	YNL093W	YOR370C	none	none	none	Ypd_1
YDL137W	YDR358W	YNL297C	none	none	none	Ypd_1
YLR072W	YAL048C	YGL219C	none	none	none	Ypd_1
YLR072W	YAL048C	YOL009C	none	none	none	Ypd_1
YLR072W	YGL219C	YOL009C	none	none	none	Ypd_1
YNL315C	YGL053W	YOR059C	none	none	none	Ypd_1
YNL315C	YGL053W	YML029W	none	none	none	Ypd_1
YNL315C	YGL053W	YMR079W	none	none	none	Ypd_1
YNL315C	YGL053W	YFL025C	none	none	none	Ypd_1
YNL021W	YIL153W	YHR205W	none	none	none	Ypd_1
YDR142C	YIL068C	YGR239C	none	none	none	Ypd_1
YDR142C	YIL068C	YPL145C	none	none	none	Ypd_1
YDR142C	YBR179C	YJL197W	none	none	none	Ypd_1
YJL054W	YPR024W	YGR181W	none	none	none	Ypd_1
YJL054W	YPR024W	YIL146C	none	none	none	Ypd_1
YJL054W	YPR024W	YMR115W	none	none	none	Ypd_1
YJR106W	YCL052C	YJL108C	none	none	none	Ypd_1
YDR416W	YKR086W	YDR088C	none	none	none	Ypd_1
YDR416W	YGR093W	YKL149C	none	none	none	Ypd_1
YBR218C	YGL062W	YML058W	none	none	none	Ypd_1
YJL005W	YBR140C	YOL081W	none	none	none	Ypd_1
YLR360W	YPR079W	YNL194C	none	none	none	Ypd_1
YLR241W	YJL004C	YER005W	none	none	none	Ypd_1
YDR364C	YPR101W	YGR278W	none	none	none	Ypd_1
YDR364C	YPR101W	YCR063W	none	none	none	Ypd_1
YDR364C	YKL095W	YGR278W	none	none	none	Ypd_1
YDR364C	YKL095W	YCR063W	none	none	none	Ypd_1
YBR086C	YKR003W	YPR173C	none	none	none	Ypd_1
YDR168W	YJL165C	YCR099C	none	none	none	Ypd_1
YPR101W	YMR240C	YDR482C	none	none	none	Ypd_1
YPR101W	YMR240C	YKR086W	none	none	none	Ypd_1
YPR101W	YDR088C	YDR482C	none	none	none	Ypd_1
YPR101W	YDR088C	YKR086W	none	none	none	Ypd_1
YPR101W	YDR482C	YKR086W	none	none	none	Ypd_1
YPR101W	YMR240C	YBR152W	none	none	none	Ypd_1
YPR101W	YMR240C	YGL174W	none	none	none	Ypd_1
YPR101W	YMR240C	YLR090W	none	none	none	Ypd_1
YPR101W	YKR086W	YHR167W	none	none	none	Ypd_1
YMR037C	YBR173C	YLR021W	none	none	none	Ypd_1
YLR199C	YKL206C	YBR173C	none	none	none	Ypd_1
YMR307W	YOR085W	YFL025C	none	none	none	Ypd_1
YER105C	YDL207W	YML103C	none	none	none	Ypd_1
YER105C	YDL207W	YBL079W	none	none	none	Ypd_1
YPR030W	YOR124C	YBR179C	none	none	none	Ypd_1
YHR167W	YKR086W	YDR088C	none	none	none	Ypd_1
YHR167W	YJR032W	YPL161C	none	none	none	Ypd_1
YNL116W	YLR215C	YOR393W	none	none	none	Ypd_1
YJR134C	YOR058C	YOR216C	none	none	none	Ypd_1
YMR288W	YDR088C	YKR086W	none	none	none	Ypd_1
YKL214C	YGR188C	YDL021W	none	none	none	Ypd_1
YKL214C	YGR188C	YFL047W	none	none	none	Ypd_1
YLR192C	YGR118W	YDR079C-A	none	none	none	Ypd_1
YDR074W	YER019C-A	YOR103C	none	none	none	Ypd_1
YER100W	YHR111W	YGL211W	none	none	none	Ypd_1
YKR067W	YPL227C	YBR036C	none	none	none	Ypd_1
YLR212C	YCR048W	YOR334W	none	none	none	Ypd_1
YPL036W	YNL291C	YGR217W	none	none	none	Ypd_1
YMR256C	YPL117C	YJL003W	none	none	none	Ypd_1
YKR036C	YJL112W	YDR536W	none	none	none	Ypd_1
YDR405W	YIL073C	YJL112W	YMR243C	none	none	Ypd_1
YDR405W	YIL073C	YJL112W	YIL072W	none	none	Ypd_1
YDR405W	YIL073C	YJL112W	YGL065C	none	none	Ypd_1
YDR405W	YIL073C	YJL112W	YKL151C	none	none	Ypd_1
YDR405W	YIL073C	YJL112W	YCL044C	none	none	Ypd_1
YDR405W	YIL073C	YJL112W	YMR115W	none	none	Ypd_1
YDR405W	YIL073C	YJL112W	YJR118C	none	none	Ypd_1
YDR405W	YIL073C	YMR243C	YIL072W	none	none	Ypd_1
YDR405W	YIL073C	YMR243C	YGL065C	none	none	Ypd_1
YDR405W	YIL073C	YIL072W	YKL151C	none	none	Ypd_1
YDR405W	YIL073C	YIL072W	YCL044C	none	none	Ypd_1
YDR405W	YIL073C	YIL072W	YMR115W	none	none	Ypd_1
YDR405W	YIL073C	YIL072W	YJR118C	none	none	Ypd_1
YDR405W	YIL073C	YGL065C	YKL151C	none	none	Ypd_1
YDR405W	YIL073C	YCL044C	YMR115W	none	none	Ypd_1
YDR405W	YIL073C	YCL044C	YJR118C	none	none	Ypd_1
YDR259C	YGL181W	YKL071W	YHR177W	none	none	Ypd_1
YDR259C	YNL092W	YJR097W	YHR205W	none	none	Ypd_1
YPL234C	YGR105W	YPL264C	YMR123W	none	none	Ypd_1
YLL048C	YCR061W	YBR036C	YDL035C	none	none	Ypd_1
YLL048C	YCR061W	YMR192W	YDL035C	none	none	Ypd_1
YJL001W	YBR173C	YKL206C	YPL144W	none	none	Ypd_1
YDR478W	YOR393W	YNL116W	YPL022W	none	none	Ypd_1
YNL265C	YLR181C	YPR173C	YDR486C	none	none	Ypd_1
YIR033W	YOL126C	YML055W	YCR068W	none	none	Ypd_1
YIR033W	YOL126C	YML055W	YPR159C-A	none	none	Ypd_1
YKL195W	YGR033C	YDL217C	YPL098C	none	none	Ypd_1
YKL195W	YGR033C	YLL009C	YPL098C	none	none	Ypd_1
YBR085W	YCR061W	YDL059C	YLL048C	none	none	Ypd_1
YBR085W	YCR061W	YLL048C	YMR192W	none	none	Ypd_1
YBR290W	YPL227C	YAL018C	YMR272C	none	none	Ypd_1
YBR290W	YBR110W	YGL012W	YGL065C	none	none	Ypd_1
YBR290W	YGL012W	YPL087W	YMR015C	none	none	Ypd_1
YBR290W	YGL012W	YAL018C	YMR015C	none	none	Ypd_1
YBR290W	YGL012W	YIL114C	YMR015C	none	none	Ypd_1
YBR290W	YGL012W	YLR004C	YMR015C	none	none	Ypd_1
YBR290W	YDR297W	YGL012W	YPL264C	none	none	Ypd_1
YBR290W	YBR110W	YGR105W	YMR123W	none	none	Ypd_1
YBR290W	YBR110W	YGR105W	YCL005W-A	none	none	Ypd_1
YER107C	YDL207W	YML103C	YBL079W	none	none	Ypd_1
YER107C	YER105C	YGL092W	YKR082W	none	none	Ypd_1
YER107C	YML103C	YGL092W	YKR082W	none	none	Ypd_1
YER107C	YML103C	YGL092W	YGL247W	none	none	Ypd_1
YER107C	YML103C	YKR082W	YGL247W	none	none	Ypd_1
YER107C	YER105C	YDL207W	YGL092W	none	none	Ypd_1
YER107C	YER105C	YDL207W	YJR042W	none	none	Ypd_1
YER107C	YER105C	YDL207W	YKR082W	none	none	Ypd_1
YER107C	YER105C	YML103C	YGL092W	none	none	Ypd_1
YER107C	YER105C	YML103C	YKR082W	none	none	Ypd_1
YER107C	YER105C	YBL079W	YKR082W	none	none	Ypd_1
YER107C	YDL207W	YML103C	YKR082W	none	none	Ypd_1
YER107C	YDL207W	YBL079W	YGL092W	none	none	Ypd_1
YER107C	YML103C	YBL079W	YGL092W	none	none	Ypd_1
YER107C	YML103C	YBL079W	YKR082W	none	none	Ypd_1
YER107C	YML103C	YBL079W	YGL247W	none	none	Ypd_1
YER107C	YBL079W	YER105C	YGL092W	none	none	Ypd_1
YER107C	YBL079W	YDL207W	YGL092W	none	none	Ypd_1
YER107C	YBL079W	YML103C	YGL092W	none	none	Ypd_1
YER107C	YER105C	YKR082W	YDR424C	none	none	Ypd_1
YER107C	YDL207W	YKR082W	YDR424C	none	none	Ypd_1
YOR211C	YDR276C	YOR045W	YBR036C	none	none	Ypd_1
YOR211C	YDR276C	YBR036C	YPL227C	none	none	Ypd_1
YOR211C	YDR276C	YBR036C	YDR011W	none	none	Ypd_1
YOR211C	YDR276C	YBR036C	YHR110W	none	none	Ypd_1
YOR211C	YDR276C	YBR036C	YAL018C	none	none	Ypd_1
YGR278W	YMR288W	YKR086W	YPR101W	YKL095W	YDR088C	Ypd_1
YGR278W	YMR288W	YKR086W	YPR101W	YKL095W	YGL174W	Ypd_1
YGR278W	YMR288W	YKR086W	YKL095W	YDR416W	YGL174W	Ypd_1
YGR278W	YKR086W	YPR101W	YKL095W	YMR288W	YCR063W	Ypd_1
YGR278W	YKR086W	YMR288W	YKL095W	YPR101W	YDR088C	Ypd_1
YGR278W	YKR086W	YMR288W	YKL095W	YPR101W	YDR482C	Ypd_1
YGR278W	YKR086W	YGR049W	YPR101W	YKL095W	YCR063W	Ypd_1
YGR278W	YKR086W	YGR049W	YPR101W	YKL095W	YDR482C	Ypd_1
YGR278W	YKR086W	YGR049W	YKL095W	YPR101W	YCR063W	Ypd_1
YGR278W	YPR101W	YCR063W	YBR065C	YDR088C	YNL252C	Ypd_1
YGR278W	YPR101W	YCR063W	YBR065C	YDR482C	YNL252C	Ypd_1
YGR278W	YPR101W	YCR063W	YDR088C	YBR065C	YNL252C	Ypd_1
YGR278W	YKL095W	YGR049W	YDR416W	YBR065C	YDR088C	Ypd_1
YGR278W	YPR101W	YKL095W	YCR063W	YNL252C	YGL064C	Ypd_1
YBL041W	YCR073C	YNR031C	YJL128C	YDR524C	YGL237C	Ypd_1
YBL041W	YCR073C	YNR031C	YDR524C	YJL128C	YGL237C	Ypd_1
YDR337W	YDR036C	YJL131C	YKL142W	YLR397C	YKL048C	Ypd_1
YPR101W	YMR240C	YDR482C	YKR086W	YCR063W	YGL174W	Ypd_1
YPR101W	YKR086W	YDR163W	YDR482C	YKL095W	YHR167W	Ypd_1
YPR101W	YKR086W	YDR163W	YDR482C	YCR063W	YHR167W	Ypd_1
YPR101W	YDR088C	YDR482C	YKR086W	YDR110W	YOR249C	Ypd_1
YMR105C	YDL059C	YDR306C	YKL127W	none	none	DBY
YBR290W	YPL227C	YAL018C	YMR272C	none	none	DBY
YBR290W	YBR110W	YGL012W	YGL065C	none	none	DBY
YER107C	YER105C	YGL092W	YKR082W	none	none	DBY
YER107C	YDL207W	YGL092W	YKR082W	none	none	DBY
YER107C	YER105C	YDL207W	YKR082W	none	none	DBY
YER107C	YER105C	YML103C	YGL092W	none	none	DBY
YER107C	YER105C	YML103C	YKR082W	none	none	DBY
YER107C	YER105C	YBL079W	YGL092W	none	none	DBY
YER107C	YER105C	YBL079W	YJR042W	none	none	DBY
YER107C	YER105C	YBL079W	YKR082W	none	none	DBY
YER107C	YDL207W	YER105C	YGL092W	none	none	DBY
YER107C	YDL207W	YER105C	YKR082W	none	none	DBY
YER107C	YDL207W	YML103C	YGL092W	none	none	DBY
YER107C	YDL207W	YML103C	YKR082W	none	none	DBY
YER107C	YDL207W	YBL079W	YGL092W	none	none	DBY
YER107C	YML103C	YER105C	YGL092W	none	none	DBY
YER107C	YML103C	YER105C	YKR082W	none	none	DBY
YMR089C	YGR231C	YGL167C	none	none	none	Carbon_1
YKL048C	YHR111W	YML110C	none	none	none	Carbon_1
YAL053W	YMR307W	YOR085W	none	none	none	Carbon_1
YGR195W	YDL165W	YKL002W	YPR173C	none	none	Carbon_1
YGR195W	YKR034W	YGR047C	YDL150W	none	none	Carbon_1
YER107C	YDL207W	YGL092W	YKR082W	none	none	Carbon_1
YPR101W	YKR086W	YDR482C	YKL095W	YDR088C	YHR167W	Carbon_2
