BioGRID ID	PubMed ID	Query ORF	Query gene	Query allele	Suppressor ORF	Suppressor gene	Suppressor allele	Note
518334	21415355	YIL021W	RPB3	Hypomorphic allele (TS, DAmP, etc)	YER022W	SRB4	Spontaneous mutation	
518716	19520859	YLR272C	YCS4	Hypomorphic allele (TS, DAmP, etc)	YML032C	RAD52	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
518717	19520859	YOR341W	RPA190	Hypomorphic allele (TS, DAmP, etc)	YML032C	RAD52	Deletion allele	
518765	20711347	YOL012C	HTZ1	Deletion allele	YDR334W	SWR1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
518766	20711347	YOL012C	HTZ1	Deletion allele	YDR485C	VPS72	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
518767	20711347	YOL012C	HTZ1	Deletion allele	YBR231C	SWC5	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
519358	18245357	YBR136W	MEC1	Deletion allele	YGL175C	SAE2	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
519394	20134403	YLR025W	SNF7	Deletion allele	YDR425W	SNX41	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
519435	18927077	YHR164C	DNA2	Deletion allele	YML061C	PIF1	Deletion allele	
519436	18927077	YHR164C	DNA2	Deletion allele	YJR043C	POL32	Deletion allele	
520080	15192104	YHR030C	SLT2	Deletion allele	YOR054C	VHS3	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
520081	15192104	YHR030C	SLT2	Deletion allele	YKR072C	SIS2	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
520174	16170310	YER112W	LSM4	Specific mutation (activating mutant, phospho-mutant, etc)	YOR197W	MCA1	Deletion allele	
520362	16079183	YML064C	TEM1	Hypomorphic allele (TS, DAmP, etc)	YGL190C	CDC55	Deletion allele	
520363	16079183	YMR001C	CDC5	Hypomorphic allele (TS, DAmP, etc)	YGL190C	CDC55	Deletion allele	
521967	21437267	YDL220C	CDC13	Hypomorphic allele (TS, DAmP, etc)	YDR217C	RAD9	Deletion allele	
521980	21437267	YDL220C	CDC13	Hypomorphic allele (TS, DAmP, etc)	YOR033C	EXO1	Deletion allele	
521982	21437267	YMR284W	YKU70	Deletion allele	YBR275C	RIF1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
521993	21173150	YMR296C	LCB1	Deletion allele	YDL052C	SLC1	Overexpression of a mutant allele	
522374	18794364	YCL008C	STP22	Deletion allele	YPR173C	VPS4	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
522375	18794364	YPL065W	VPS28	Deletion allele	YPR173C	VPS4	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
522376	18794364	YJR102C	VPS25	Deletion allele	YPR173C	VPS4	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
522377	18794364	YLR417W	VPS36	Deletion allele	YPR173C	VPS4	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
522379	18794364	YLR025W	SNF7	Deletion allele	YPL154C	PEP4	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
530629	21439406	YMR186W	HSC82	Deletion allele	YPR024W	YME1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
530630	21439406	YPL240C	HSP82	Deletion allele	YPR024W	YME1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
530631	21439406	YMR186W	HSC82	Deletion allele	YER017C	AFG3	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
530632	21439406	YPL240C	HSP82	Deletion allele	YER017C	AFG3	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
530638	21439406	YPL240C	HSP82	Deletion allele	YPL078C	ATP4	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
530639	21439406	YPL240C	HSP82	Deletion allele	YDR298C	ATP5	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
530640	21439406	YPL240C	HSP82	Deletion allele	YBL099W	ATP1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
530641	21439406	YPL240C	HSP82	Deletion allele	YJR121W	ATP2	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
530642	21439406	YMR186W	HSC82	Deletion allele	YBL099W	ATP1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
530643	21439406	YMR186W	HSC82	Deletion allele	YJR121W	ATP2	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
530644	21439406	YPR024W	YME1	Deletion allele	YDR394W	RPT3	Hypomorphic allele (TS, DAmP, etc)	Conditional Suppression (excl. high temp for TS alleles)
531030	17015465	YPL016W	SWI1	Deletion allele	YBR009C	HHF1	Overexpression of a mutant allele	
531031	17015465	YPL016W	SWI1	Deletion allele	YNL030W	HHF2	Overexpression of a mutant allele	
531198	1398064	YJR060W	CBF1	Deletion allele	YPL027W	SMA1	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
531199	1398064	YJR060W	CBF1	Deletion allele	YOL001W	PHO80	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
531200	1398064	YJR060W	CBF1	Deletion allele	YML123C	PHO84	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
531201	1588964	YMR235C	RNA1	Hypomorphic allele (TS, DAmP, etc)	YDR028C	REG1	Deletion allele	
531846	21497764	YJR076C	CDC11	Deletion allele	YDL225W	SHS1	Deletion allele	
531984	16885417	YLR113W	HOG1	Deletion allele	YLL043W	FPS1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
531992	16147988	YPR086W	SUA7	Hypomorphic allele (TS, DAmP, etc)	YGR186W	TFG1	Specific mutation (activating mutant, phospho-mutant, etc)	
532104	21549314	YFR027W	ECO1	Hypomorphic allele (TS, DAmP, etc)	YDR014W	RAD61	Deletion allele	
532196	21467036	YNL248C	RPA49	Deletion allele	YML010W	SPT5	Specific mutation (activating mutant, phospho-mutant, etc)	Conditional Suppression (excl. high temp for TS alleles)
532206	21508669	YHR164C	DNA2	Deletion allele	YDR217C	RAD9	Deletion allele	
532207	21508669	YHR164C	DNA2	Deletion allele	YML061C	PIF1	Deletion allele	
532209	21508669	YHR164C	DNA2	Deletion allele	YCL061C	MRC1	Specific mutation (activating mutant, phospho-mutant, etc)	
533465	21552543	YKL033W	TTI1	Hypomorphic allele (TS, DAmP, etc)	YPR040W	TIP41	Deletion allele	
533466	21552543	YPR085C	ASA1	Hypomorphic allele (TS, DAmP, etc)	YPR040W	TIP41	Deletion allele	
533595	21508314	YER165W	PAB1	Specific mutation (activating mutant, phospho-mutant, etc)	YHR167W	THP2	Deletion allele	
533596	21508314	YER165W	PAB1	Specific mutation (activating mutant, phospho-mutant, etc)	YML062C	MFT1	Deletion allele	
533597	21508314	YER165W	PAB1	Specific mutation (activating mutant, phospho-mutant, etc)	YDR159W	SAC3	Deletion allele	
533604	21508314	YER165W	PAB1	Specific mutation (activating mutant, phospho-mutant, etc)	YOR151C	RPB2	Hypomorphic allele (TS, DAmP, etc)	
533606	21138837	YEL019C	MMS21	Specific mutation (activating mutant, phospho-mutant, etc)	YIR002C	MPH1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
533607	21138837	YLR383W	SMC6	Hypomorphic allele (TS, DAmP, etc)	YIR002C	MPH1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
534828	16449187	YMR001C	CDC5	Hypomorphic allele (TS, DAmP, etc)	YJR053W	BFA1	Deletion allele	
534865	17234635	YPR036W	VMA13	Deletion in a diploid cell (haplo-insufficient)	YDL185W	VMA1	Deletion in a diploid cell (haplo-insufficient)	Conditional Suppression (excl. high temp for TS alleles)
534866	17234635	YPR036W	VMA13	Deletion in a diploid cell (haplo-insufficient)	YBR127C	VMA2	Deletion in a diploid cell (haplo-insufficient)	Conditional Suppression (excl. high temp for TS alleles)
534867	17234635	YPR036W	VMA13	Deletion in a diploid cell (haplo-insufficient)	YOR332W	VMA4	Deletion in a diploid cell (haplo-insufficient)	Conditional Suppression (excl. high temp for TS alleles)
534868	17234635	YPR036W	VMA13	Deletion in a diploid cell (haplo-insufficient)	YKL080W	VMA5	Deletion in a diploid cell (haplo-insufficient)	Conditional Suppression (excl. high temp for TS alleles)
534869	17234635	YPR036W	VMA13	Deletion in a diploid cell (haplo-insufficient)	YEL051W	VMA8	Deletion in a diploid cell (haplo-insufficient)	Conditional Suppression (excl. high temp for TS alleles)
534870	17234635	YPR036W	VMA13	Deletion in a diploid cell (haplo-insufficient)	YHR039C-A	VMA10	Deletion in a diploid cell (haplo-insufficient)	Conditional Suppression (excl. high temp for TS alleles)
535023	21642386	YBR136W	MEC1	Deletion allele	YML058W	SML1	Deletion allele	
535024	21642386	YPL153C	RAD53	Deletion allele	YML058W	SML1	Deletion allele	
543672	21482668	YPL012W	RRP12	Hypomorphic allele (TS, DAmP, etc)	YML058W	SML1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
543706	21536732	YNL163C	RIA1	Deletion allele	YPR016C	TIF6	Overexpression of a mutant allele	
543853	21680712	YHR119W	SET1	Deletion allele	YDR227W	SIR4	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
543967	21576267	YDR021W	FAL1	Hypomorphic allele (TS, DAmP, etc)	YLR336C	SGD1	Spontaneous mutation	
544257	21368139	YPL209C	IPL1	Hypomorphic allele (TS, DAmP, etc)	YER133W	GLC7	Spontaneous mutation	
544258	21368139	YPL209C	IPL1	Hypomorphic allele (TS, DAmP, etc)	YKL193C	SDS22	Spontaneous mutation	
544259	21368139	YPL209C	IPL1	Hypomorphic allele (TS, DAmP, etc)	YFR003C	YPI1	Spontaneous mutation	
544260	21368139	YPL209C	IPL1	Hypomorphic allele (TS, DAmP, etc)	YPL180W	TCO89	Deletion allele	
544262	21368139	YPL209C	IPL1	Hypomorphic allele (TS, DAmP, etc)	YMR311C	GLC8	Deletion allele	
544263	21368139	YPL209C	IPL1	Hypomorphic allele (TS, DAmP, etc)	YJR066W	TOR1	Deletion allele	
544584	21562219	YDL226C	GCS1	Deletion allele	YBR164C	ARL1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
544585	21562219	YDL226C	GCS1	Deletion allele	YPL051W	ARL3	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
544586	21562219	YDL226C	GCS1	Deletion allele	YJL004C	SYS1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
544587	21562219	YDL226C	GCS1	Deletion allele	YLR262C	YPT6	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
544588	21562219	YDL226C	GCS1	Deletion allele	YLR039C	RIC1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
544589	21562219	YDL226C	GCS1	Deletion allele	YDR137W	RGP1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
544590	21562219	YDL226C	GCS1	Deletion allele	YPR051W	MAK3	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
544591	21562219	YDL226C	GCS1	Deletion allele	YEL053C	MAK10	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
544938	21357739	YOL012C	HTZ1	Deletion allele	YML010W	SPT5	Specific mutation (activating mutant, phospho-mutant, etc)	Conditional Suppression (excl. high temp for TS alleles)
544939	21357739	YGL043W	DST1	Deletion allele	YML010W	SPT5	Specific mutation (activating mutant, phospho-mutant, etc)	Conditional Suppression (excl. high temp for TS alleles)
544941	21357739	YOL012C	HTZ1	Deletion allele	YDR334W	SWR1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
544942	21357739	YOL012C	HTZ1	Deletion allele	YGL207W	SPT16	Specific mutation (activating mutant, phospho-mutant, etc)	Conditional Suppression (excl. high temp for TS alleles)
546863	21707788	YER019W	ISC1	Deletion allele	YDL047W	SIT4	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
547147	21712379	YMR273C	ZDS1	Deletion allele	YLR442C	SIR3	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
547242	21741981	YGL163C	RAD54	Deletion allele	YMR190C	SGS1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
547243	21741981	YGL163C	RAD54	Deletion allele	YDR279W	RNH202	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
547244	21741981	YDR076W	RAD55	Deletion allele	YMR190C	SGS1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
547245	21741981	YDR004W	RAD57	Deletion allele	YMR190C	SGS1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
547246	21741981	YDR004W	RAD57	Deletion allele	YDR279W	RNH202	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
547247	21741981	YDR076W	RAD55	Deletion allele	YDR279W	RNH202	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
547248	21741981	YDR004W	RAD57	Deletion allele	YDR386W	MUS81	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
554299	21764775	YMR190C	SGS1	Deletion allele	YOR191W	ULS1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
554869	21558325	YPL157W	TGS1	Deletion allele	YPL178W	CBC2	Specific mutation (activating mutant, phospho-mutant, etc)	Conditional Suppression (excl. high temp for TS alleles)
556504	21730963	YHR205W	SCH9	Specific mutation (activating mutant, phospho-mutant, etc)	YDR169C	STB3	Deletion allele	
556508	21730963	YHR205W	SCH9	Specific mutation (activating mutant, phospho-mutant, etc)	YNL330C	RPD3	Deletion allele	
559100	21467039	YNL248C	RPA49	Deletion allele	YML010W	SPT5	Specific mutation (activating mutant, phospho-mutant, etc)	
559101	21467039	YNL248C	RPA49	Deletion allele	YGR063C	SPT4	Deletion allele	
559383	21640906	YGL093W	SPC105	Specific mutation (activating mutant, phospho-mutant, etc)	YPL209C	IPL1	Hypomorphic allele (TS, DAmP, etc)	
559384	21640906	YGL093W	SPC105	Specific mutation (activating mutant, phospho-mutant, etc)	YJL030W	MAD2	Deletion allele	
559686	21741494	YML008C	ERG6	Deletion allele	YMR015C	ERG5	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
559703	21819498	YMR079W	SEC14	Hypomorphic allele (TS, DAmP, etc)	YPL145C	KES1	Deletion allele	
560249	21884933	YPL209C	IPL1	Hypomorphic allele (TS, DAmP, etc)	YHR119W	SET1	Deletion allele	
560250	21884933	YPL209C	IPL1	Hypomorphic allele (TS, DAmP, etc)	YJL105W	SET4	Deletion allele	
560252	21884933	YPL209C	IPL1	Hypomorphic allele (TS, DAmP, etc)	YKR029C	SET3	Deletion allele	
560253	21884933	YPL209C	IPL1	Hypomorphic allele (TS, DAmP, etc)	YGL244W	RTF1	Deletion allele	
560254	21884933	YPL209C	IPL1	Hypomorphic allele (TS, DAmP, etc)	YBR279W	PAF1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
560255	21884933	YPL209C	IPL1	Hypomorphic allele (TS, DAmP, etc)	YOL145C	CTR9	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
560256	21884933	YPL209C	IPL1	Hypomorphic allele (TS, DAmP, etc)	YGL058W	RAD6	Deletion allele	
561377	20008553	YFR010W	UBP6	Deletion allele	YGL141W	HUL5	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
561764	21849475	YDR388W	RVS167	Deletion allele	YGR167W	CLC1	Specific mutation (activating mutant, phospho-mutant, etc)	Conditional Suppression (excl. high temp for TS alleles)
561765	21849475	YLR337W		Deletion allele	YGR167W	CLC1	Specific mutation (activating mutant, phospho-mutant, etc)	Conditional Suppression (excl. high temp for TS alleles)
561771	21849475	YOR181W	LAS17	Deletion allele	YGR167W	CLC1	Specific mutation (activating mutant, phospho-mutant, etc)	Conditional Suppression (excl. high temp for TS alleles)
565234	21836634	YIL147C	SLN1	Deletion allele	YFL009W	CDC4	Specific mutation (activating mutant, phospho-mutant, etc)	
565697	21956104	YFL039C	ACT1	Specific mutation (activating mutant, phospho-mutant, etc)	YOR122C	PFY1	Specific mutation (activating mutant, phospho-mutant, etc)	
566441	21900497	YNL103W	MET4	Deletion allele	YHL020C	OPI1	Deletion allele	
566442	21900497	YNL103W	MET4	Deletion allele	YCR084C	TUP1	Deletion allele	
566443	21900497	YNL103W	MET4	Deletion allele	YER088C	DOT6	Spontaneous mutation	
566499	21911365	YJR043C	POL32	Deletion allele	YNL218W	MGS1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
567404	21954159	YGL043W	DST1	Deletion allele	YMR004W	MVP1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
567405	21954159	YJL140W	RPB4	Deletion allele	YKR031C	SPO14	Deletion allele	
567635	21984913	YDR359C	EAF1	Deletion allele	YJL187C	SWE1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
568292	21926297	YOL001W	PHO80	Deletion allele	YML123C	PHO84	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
568313	22002225	YDR283C	GCN2	Deletion allele	YER025W	GCD11	Specific mutation (activating mutant, phospho-mutant, etc)	Conditional Suppression (excl. high temp for TS alleles)
570143	21880895	YLR025W	SNF7	Deletion allele	YDR425W	SNX41	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
570144	21880895	YLR025W	SNF7	Deletion allele	YBR246W	RRT2	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
570145	21880895	YLR025W	SNF7	Deletion allele	YPL183C	RTT10	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
571570	21911365	YDL102W	POL3	Specific mutation (activating mutant, phospho-mutant, etc)	YNL218W	MGS1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
571571	21911365	YJR006W	POL31	Hypomorphic allele (TS, DAmP, etc)	YNL218W	MGS1	Deletion allele	
571693	21610694	YER017C	AFG3	Deletion allele	YCR003W	MRPL32	Specific mutation (activating mutant, phospho-mutant, etc)	Conditional Suppression (excl. high temp for TS alleles)
571707	21784245	YPL153C	RAD53	Specific mutation (activating mutant, phospho-mutant, etc)	YDR159W	SAC3	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
571708	21784245	YPL153C	RAD53	Specific mutation (activating mutant, phospho-mutant, etc)	YOL072W	THP1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
571709	21784245	YPL153C	RAD53	Specific mutation (activating mutant, phospho-mutant, etc)	YBR111W-A	SUS1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
571710	21784245	YPL153C	RAD53	Specific mutation (activating mutant, phospho-mutant, etc)	YHR167W	THP2	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
571711	21784245	YPL153C	RAD53	Specific mutation (activating mutant, phospho-mutant, etc)	YDR138W	HPR1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
571712	21784245	YPL153C	RAD53	Specific mutation (activating mutant, phospho-mutant, etc)	YNL139C	THO2	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
571713	21784245	YPL153C	RAD53	Specific mutation (activating mutant, phospho-mutant, etc)	YML062C	MFT1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
571714	21784245	YPL153C	RAD53	Specific mutation (activating mutant, phospho-mutant, etc)	YOR098C	NUP1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
571715	21784245	YPL153C	RAD53	Specific mutation (activating mutant, phospho-mutant, etc)	YKR095W	MLP1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
571716	21784245	YBR136W	MEC1	Specific mutation (activating mutant, phospho-mutant, etc)	YDR159W	SAC3	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
571717	21784245	YBR136W	MEC1	Specific mutation (activating mutant, phospho-mutant, etc)	YOL072W	THP1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
571718	21784245	YBR136W	MEC1	Specific mutation (activating mutant, phospho-mutant, etc)	YBR111W-A	SUS1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
571719	21784245	YBR136W	MEC1	Specific mutation (activating mutant, phospho-mutant, etc)	YHR167W	THP2	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
571720	21784245	YBR136W	MEC1	Specific mutation (activating mutant, phospho-mutant, etc)	YDR138W	HPR1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
571721	21784245	YBR136W	MEC1	Specific mutation (activating mutant, phospho-mutant, etc)	YNL139C	THO2	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
571722	21784245	YBR136W	MEC1	Specific mutation (activating mutant, phospho-mutant, etc)	YML062C	MFT1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
571751	21906795	YNL330C	RPD3	Deletion allele	YGL208W	SIP2	Deletion allele	
572340	21937712	YML064C	TEM1	Deletion allele	YAR019C	CDC15	Overexpression of a mutant allele	
572920	22042866	YBR160W	CDC28	Specific mutation (activating mutant, phospho-mutant, etc)	YOR083W	WHI5	Deletion allele	
573987	22028670	YHR209W	CRG1	Deletion allele	YGR092W	DBF2	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
574191	21987636	YKL196C	YKT6	Hypomorphic allele (TS, DAmP, etc)	YJL059W	YHC3	Deletion allele	
575002	21876003	YMR224C	MRE11	Specific mutation (activating mutant, phospho-mutant, etc)	YMR284W	YKU70	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
575296	21876003	YGL175C	SAE2	Deletion allele	YMR284W	YKU70	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
575315	21987786	YMR001C	CDC5	Hypomorphic allele (TS, DAmP, etc)	YDR143C	SAN1	Deletion allele	
589493	21876003	YNL250W	RAD50	Deletion allele	YMR284W	YKU70	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
589669	21670215	YNL298W	CLA4	Deletion allele	YOR233W	KIN4	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
589679	22095077	YDR231C	COX20	Deletion allele	YCL044C	MGR1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
589680	22095077	YDR231C	COX20	Deletion allele	YMR115W	MGR3	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
589681	22095077	YDR231C	COX20	Deletion allele	YPR024W	YME1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
590038	22025676	YIL031W	ULP2	Deletion allele	YHL020C	OPI1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
590482	21930786	YPR041W	TIF5	Specific mutation (activating mutant, phospho-mutant, etc)	YNL244C	SUI1	Specific mutation (activating mutant, phospho-mutant, etc)	
590483	21930786	YPL237W	SUI3	Specific mutation (activating mutant, phospho-mutant, etc)	YNL244C	SUI1	Specific mutation (activating mutant, phospho-mutant, etc)	
590559	21936771	YDL120W	YFH1	Deletion allele	YPL135W	ISU1	Spontaneous mutation	
591333	22081613	YPR086W	SUA7	Hypomorphic allele (TS, DAmP, etc)	YIL143C	SSL2	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
605048	22166213	YKL004W	AUR1	Hypomorphic allele (TS, DAmP, etc)	YDR297W	SUR2	Deletion allele	
606844	22117027	YBR200W	BEM1	Deletion allele	YAL041W	CDC24	Hypomorphic allele (TS, DAmP, etc)	
606900	22190734	YFR027W	ECO1	Deletion allele	YDR014W	RAD61	Deletion allele	
607013	22140226	YDR028C	REG1	Deletion allele	YDR477W	SNF1	Deletion allele	
607014	22140226	YDR028C	REG1	Deletion allele	YER129W	SAK1	Deletion allele	
607015	22140226	YDR028C	REG1	Deletion allele	YBR140C	IRA1	Spontaneous mutation	
607016	22140226	YDR028C	REG1	Deletion allele	YOL081W	IRA2	Spontaneous mutation	
608883	22157004	YLR226W	BUR2	Deletion allele	YMR075W	RCO1	Deletion allele	
611281	19394298	YLR378C	SEC61	Hypomorphic allele (TS, DAmP, etc)	YOL013C	HRD1	Specific mutation (activating mutant, phospho-mutant, etc)	
612925	21949122	YDL207W	GLE1	Hypomorphic allele (TS, DAmP, etc)	YOR204W	DED1	Hypomorphic allele (TS, DAmP, etc)	
614186	22194703	YDL220C	CDC13	Hypomorphic allele (TS, DAmP, etc)	YLR453C	RIF2	Deletion allele	
614975	22245679	YDR283C	GCN2	Deletion allele	YER133W	GLC7	Overexpression of a mutant allele	Conditional Suppression (excl. high temp for TS alleles)
615041	22083961	YKR063C	LAS1	Hypomorphic allele (TS, DAmP, etc)	YNL299W	TRF5	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
615273	21878652	YGL048C	RPT6	Specific mutation (activating mutant, phospho-mutant, etc)	YHL030W	ECM29	Deletion allele	
615426	22155640	YDL120W	YFH1	Deletion allele	YOR197W	MCA1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
615515	22172676	YOR326W	MYO2	Specific mutation (activating mutant, phospho-mutant, etc)	YGL233W	SEC15	Specific mutation (activating mutant, phospho-mutant, etc)	
615666	22210926	YMR296C	LCB1	Hypomorphic allele (TS, DAmP, etc)	YGL200C	EMP24	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
616322	22298706	YNL006W	LST8	Deletion allele	YLR238W	FAR10	Deletion allele	
616323	22298706	YNL006W	LST8	Deletion allele	YNL127W	FAR11	Deletion allele	
616324	22298706	YNL006W	LST8	Deletion allele	YMR052W	FAR3	Deletion allele	
616325	22298706	YNL006W	LST8	Deletion allele	YFR008W	FAR7	Deletion allele	
616326	22298706	YNL006W	LST8	Deletion allele	YMR029C	FAR8	Deletion allele	
616327	22298706	YNL006W	LST8	Deletion allele	YDR200C	VPS64	Deletion allele	
616330	22298706	YNL006W	LST8	Deletion allele	YOR014W	RTS1	Deletion allele	
616331	22298706	YNL006W	LST8	Deletion allele	YDR389W	SAC7	Deletion allele	
616332	22298706	YNL006W	LST8	Deletion allele	YAL016W	TPD3	Deletion allele	
616333	22298706	YKL203C	TOR2	Hypomorphic allele (TS, DAmP, etc)	YLR238W	FAR10	Deletion allele	
616334	22298706	YKL203C	TOR2	Hypomorphic allele (TS, DAmP, etc)	YNL127W	FAR11	Deletion allele	
616335	22298706	YKL203C	TOR2	Hypomorphic allele (TS, DAmP, etc)	YMR052W	FAR3	Deletion allele	
616336	22298706	YKL203C	TOR2	Hypomorphic allele (TS, DAmP, etc)	YFR008W	FAR7	Deletion allele	
616337	22298706	YKL203C	TOR2	Hypomorphic allele (TS, DAmP, etc)	YMR029C	FAR8	Deletion allele	
616338	22298706	YKL203C	TOR2	Hypomorphic allele (TS, DAmP, etc)	YDR200C	VPS64	Deletion allele	
616339	22298706	YKL203C	TOR2	Hypomorphic allele (TS, DAmP, etc)	YOR014W	RTS1	Deletion allele	
616340	22298706	YKL203C	TOR2	Hypomorphic allele (TS, DAmP, etc)	YDR389W	SAC7	Deletion allele	
616386	22303010	YML023C	NSE5	Hypomorphic allele (TS, DAmP, etc)	YER095W	RAD51	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
616387	22303010	YEL019C	MMS21	Specific mutation (activating mutant, phospho-mutant, etc)	YER095W	RAD51	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
616536	22114773	YJL095W	BCK1	Deletion allele	YLR362W	STE11	Overexpression of a mutant allele	
616867	22289863	YMR284W	YKU70	Deletion allele	YOR033C	EXO1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
617551	22118465	YPL180W	TCO89	Deletion allele	YNL183C	NPR1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
632620	22282571	YJL095W	BCK1	Deletion allele	YMR074C		Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
632621	22282571	YHR030C	SLT2	Deletion allele	YMR074C		Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
632752	22282571	YHR030C	SLT2	Deletion allele	YGR157W	CHO2	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
632753	22282571	YHR030C	SLT2	Deletion allele	YBR003W	COQ1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
632754	22282571	YHR030C	SLT2	Deletion allele	YLR025W	SNF7	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
